,0,1
1191,99,Let Me Love You (Until You Learn To Love Yourself)
1192,99,Lettin' The Night Roll
1193,99,Levitate
1194,99,Like Jesus Does
1195,99,Little Toy Guns
1196,99,Love's Gonna Make It Alright
1197,99,Lovin' You Is Fun
1198,99,Make Me Wanna
1199,99,Middle Of A Memory
1200,99,Mine
1201,99,My Moment
1202,99,Neva End
1203,99,No Money
1204,99,Nobody Else But You
1205,99,Oceans (Where Feet May Fail)
1206,99,Papi
1207,99,Parachute
1208,99,Rock
1209,99,Rockstar 101
1210,99,Safe And Sound
1211,99,Same Love
1212,99,Save It For A Rainy Day
1213,99,She Won't Be Lonely Long
1214,99,Slow Motion
1215,99,Somewhere Else
1216,99,Stay A Little Longer
1217,99,Sunshine & Whiskey
1218,99,Swang
1219,99,The Cave
1220,99,The Night We Met
1221,99,The Wind
1222,99,Tip It On Back
1223,99,Total Eclipse Of The Heart
1224,99,U.O.E.N.O.
1225,99,Unsteady
1226,99,Up All Night
1227,99,Wanted
1228,99,Who Are You When I'm Not Looking
1229,99,You Know You Like It
1230,100,A Little More Country Than That
1231,100,All Eyez
1232,100,All The Way Turnt Up
1233,100,Alone
1234,100,American Girl
1235,100,Anything Like Me
1236,100,Backwoods
1237,100,Bait A Hook
1238,100,Best Friend
1239,100,"Bitch, Don't Kill My Vibe"
1240,100,Black And Yellow
1241,100,Body Language
1242,100,Break The Rules
1243,100,Brother
1244,100,Calling All The Monsters
1245,100,Camouflage
1246,100,Carry On
1247,100,Come Get Her
1248,100,Country Boy
1249,100,Country Must Be Country Wide
1250,100,Cowboys And Angels
1251,100,Crying On A Suitcase
1252,100,Dance For You
1253,100,Fast Car
1254,100,Flatliner
1255,100,Focus
1256,100,Glass
1257,100,Go Hard Or Go Home
1258,100,Good Thing
1259,100,Green Light
1260,100,Hold On
1261,100,How Country Feels
1262,100,I Don't Like
1263,100,I Gotta Get To You
1264,100,I Hold On
1265,100,I Mean It
1266,100,I Won
1267,100,Ice
1268,100,If The Boot Fits
1269,100,Karate Chop (Remix)
1270,100,Latch
1271,100,Later On
1272,100,Lean On
1273,100,Like A Wrecking Ball
1274,100,Look At You
1275,100,Loveeeeeee Song
1276,100,Make It Rain
1277,100,Maybe
1278,100,Me Enamore
1279,100,Meanwhile Back At Mama's
1280,100,Might Not
1281,100,Mine Would Be You
1282,100,Mockingbird
1283,100,Move
1284,100,Neon
1285,100,Never Enough
1286,100,Night's On Fire
1287,100,Nightmare
1288,100,No Church In The Wild
1289,100,Oh My
1290,100,On Top Of The World
1291,100,Poker Face
1292,100,Ready Set Roll
1293,100,Record Year
1294,100,Ride
1295,100,Royals
1296,100,Same Damn Time
1297,100,See You Again
1298,100,She Knows
1299,100,She Twerkin
1300,100,"Sit Still, Look Pretty"
1301,100,Sleeping With A Friend
1302,100,Snapback
1303,100,Some Kind Of Drug
1304,100,Somebody's Heartbreak
1305,100,Someone Else Calling You Baby
1306,100,Swimming Pools (Drank)
1307,100,Tapout
1308,100,This Ain't No Love Song
1309,100,Water
1310,100,Way Out Here
1311,100,We Went
1312,100,What Kind Of Man
1313,100,White Walls
1314,100,Wokeuplikethis*
1315,100,Work
1316,100,You Look Like I Need A Drink
