,0,1
1195,Little Toy Guns,0
1196,Love's Gonna Make It Alright,0
1197,Lovin' You Is Fun,0
1198,Make Me Wanna,0
1199,Middle Of A Memory,0
1200,Mine,0
1201,My Moment,0
1202,Neva End,0
1203,No Money,0
1204,Nobody Else But You,0
1205,Oceans (Where Feet May Fail),0
1206,Papi,0
1207,Parachute,0
1208,Rock,0
1209,Rockstar 101,0
1210,Safe And Sound,0
1211,Same Love,0
1212,Save It For A Rainy Day,0
1213,She Won't Be Lonely Long,0
1214,Slow Motion,0
1215,Somewhere Else,0
1216,Stay A Little Longer,0
1217,Sunshine & Whiskey,0
1218,Swang,0
1219,The Cave,0
1220,The Night We Met,0
1221,The Wind,0
1222,Tip It On Back,0
1223,Total Eclipse Of The Heart,0
1224,U.O.E.N.O.,0
1225,Unsteady,0
1226,Up All Night,0
1227,Wanted,0
1228,Who Are You When I'm Not Looking,0
1229,You Know You Like It,0
1230,A Little More Country Than That,0
1231,All Eyez,0
1232,All The Way Turnt Up,0
1233,Alone,0
1234,American Girl,0
1235,Anything Like Me,0
1236,Backwoods,0
1237,Bait A Hook,0
1238,Best Friend,0
1239,"Bitch, Don't Kill My Vibe",0
1240,Black And Yellow,0
1241,Body Language,0
1242,Break The Rules,0
1243,Brother,0
1244,Calling All The Monsters,0
1245,Camouflage,0
1246,Carry On,0
1247,Come Get Her,0
1248,Country Boy,0
1249,Country Must Be Country Wide,0
1250,Cowboys And Angels,0
1251,Crying On A Suitcase,0
1252,Dance For You,0
1253,Fast Car,0
1254,Flatliner,0
1255,Focus,0
1256,Glass,0
1257,Go Hard Or Go Home,0
1258,Good Thing,0
1259,Green Light,0
1260,Hold On,0
1261,How Country Feels,0
1262,I Don't Like,0
1263,I Gotta Get To You,0
1264,I Hold On,0
1265,I Mean It,0
1266,I Won,0
1267,Ice,0
1268,If The Boot Fits,0
1269,Karate Chop (Remix),0
1270,Latch,0
1271,Later On,0
1272,Lean On,0
1273,Like A Wrecking Ball,0
1274,Look At You,0
1275,Loveeeeeee Song,0
1276,Make It Rain,0
1277,Maybe,0
1278,Me Enamore,0
1279,Meanwhile Back At Mama's,0
1280,Might Not,0
1281,Mine Would Be You,0
1282,Mockingbird,0
1283,Move,0
1284,Neon,0
1285,Never Enough,0
1286,Night's On Fire,0
1287,Nightmare,0
1288,No Church In The Wild,0
1289,Oh My,0
1290,On Top Of The World,0
1291,Poker Face,0
1292,Ready Set Roll,0
1293,Record Year,0
1294,Ride,0
1295,Royals,0
1296,Same Damn Time,0
1297,See You Again,0
1298,She Knows,0
1299,She Twerkin,0
1300,"Sit Still, Look Pretty",0
1301,Sleeping With A Friend,0
1302,Snapback,0
1303,Some Kind Of Drug,0
1304,Somebody's Heartbreak,0
1305,Someone Else Calling You Baby,0
1306,Swimming Pools (Drank),0
1307,Tapout,0
1308,This Ain't No Love Song,0
1309,Water,0
1310,Way Out Here,0
1311,We Went,0
1312,What Kind Of Man,0
1313,White Walls,0
1314,Wokeuplikethis*,0
1315,Work,0
1316,You Look Like I Need A Drink,0
