,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
Butterfly Effect,0.0714,https://api.spotify.com/v1/audio-analysis/1yxgsra98r3qAtxqiGZPiX,0.763,190678,0.598,1yxgsra98r3qAtxqiGZPiX,0,11,0.112,-6.865,1,0.0539,140.987,4,https://api.spotify.com/v1/tracks/1yxgsra98r3qAtxqiGZPiX,audio_features,spotify:track:1yxgsra98r3qAtxqiGZPiX,0.182
Buy Me A Boat,0.319,https://api.spotify.com/v1/audio-analysis/6y35xDJFzpy1FIa6qCMA59,0.574,179078,0.745,6y35xDJFzpy1FIa6qCMA59,0,2,0.11,-6.663,1,0.0507,154.042,4,https://api.spotify.com/v1/tracks/6y35xDJFzpy1FIa6qCMA59,audio_features,spotify:track:6y35xDJFzpy1FIa6qCMA59,0.693
Buzzin',0.65,https://api.spotify.com/v1/audio-analysis/6WUgEQwCbnaPrLf9V5K4HG,0.563,183287,0.463,6WUgEQwCbnaPrLf9V5K4HG,4.87e-06,9,0.0967,-9.249,0,0.4,149.571,4,https://api.spotify.com/v1/tracks/6WUgEQwCbnaPrLf9V5K4HG,audio_features,spotify:track:6WUgEQwCbnaPrLf9V5K4HG,0.276
C'mon,0.0351,https://api.spotify.com/v1/audio-analysis/53c9tTEHXWL5GkYNalbXZ3,0.38,214431,0.489,53c9tTEHXWL5GkYNalbXZ3,0.00243,0,0.081,-7.027,1,0.0362,127.097,4,https://api.spotify.com/v1/tracks/53c9tTEHXWL5GkYNalbXZ3,audio_features,spotify:track:53c9tTEHXWL5GkYNalbXZ3,0.337
Cake,0.0252,https://api.spotify.com/v1/audio-analysis/0bXFIF7iL17TYLyx8JHziM,0.806,198110,0.77,0bXFIF7iL17TYLyx8JHziM,0,1,0.0645,-6.464,0,0.19,152.094,4,https://api.spotify.com/v1/tracks/0bXFIF7iL17TYLyx8JHziM,audio_features,spotify:track:0bXFIF7iL17TYLyx8JHziM,0.406
Cake By The Ocean,0.156,https://api.spotify.com/v1/audio-analysis/76hfruVvmfQbw0eYn1nmeC,0.774,219147,0.765,76hfruVvmfQbw0eYn1nmeC,0,4,0.0373,-5.439,0,0.0502,119.001,4,https://api.spotify.com/v1/tracks/76hfruVvmfQbw0eYn1nmeC,audio_features,spotify:track:76hfruVvmfQbw0eYn1nmeC,0.917
Call On Me,0.0604,https://api.spotify.com/v1/audio-analysis/2L6orAlH8tBhiFTumIfMyF,0.67,222041,0.838,2L6orAlH8tBhiFTumIfMyF,0.000611,0,0.159,-4.031,1,0.0362,104.998,4,https://api.spotify.com/v1/tracks/2L6orAlH8tBhiFTumIfMyF,audio_features,spotify:track:2L6orAlH8tBhiFTumIfMyF,0.717
Can't Be Friends,0.193,https://api.spotify.com/v1/audio-analysis/413T0g8pNNXYX6t5RqHvx7,0.773,230067,0.706,413T0g8pNNXYX6t5RqHvx7,0,10,0.572,-9.042,1,0.0382,92.462,4,https://api.spotify.com/v1/tracks/413T0g8pNNXYX6t5RqHvx7,audio_features,spotify:track:413T0g8pNNXYX6t5RqHvx7,0.966
Can't Get Enough,0.187,https://api.spotify.com/v1/audio-analysis/3JA9Jsuxr4xgHXEawAdCp4,0.483,219427,0.648,3JA9Jsuxr4xgHXEawAdCp4,0,0,0.0812,-8.651,0,0.327,93.939,4,https://api.spotify.com/v1/tracks/3JA9Jsuxr4xgHXEawAdCp4,audio_features,spotify:track:3JA9Jsuxr4xgHXEawAdCp4,0.242
Can't Hold Us,0.0291,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,0.641,258343,0.922,3bidbhpOYeV4knp8AIu8Xn,0,2,0.0862,-4.457,1,0.0786,146.078,4,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,audio_features,spotify:track:3bidbhpOYeV4knp8AIu8Xn,0.847
Can't Stop Dancin',0.00545,https://api.spotify.com/v1/audio-analysis/5NetSTs4dgiR6GLrZOQcwJ,0.645,198853,0.669,5NetSTs4dgiR6GLrZOQcwJ,0.00138,0,0.0997,-7.946,0,0.0638,100.052,4,https://api.spotify.com/v1/tracks/5NetSTs4dgiR6GLrZOQcwJ,audio_features,spotify:track:5NetSTs4dgiR6GLrZOQcwJ,0.568
Candy Paint,0.633,https://api.spotify.com/v1/audio-analysis/42CeaId2XNlxugDvyqHfDf,0.765,229573,0.688,42CeaId2XNlxugDvyqHfDf,0,4,0.0734,-5.566,1,0.0841,90.013,4,https://api.spotify.com/v1/tracks/42CeaId2XNlxugDvyqHfDf,audio_features,spotify:track:42CeaId2XNlxugDvyqHfDf,0.434
Capsize,0.0398,https://api.spotify.com/v1/audio-analysis/2XMTqoHHSH0lvuXrvIEdco,0.683,237707,0.708,2XMTqoHHSH0lvuXrvIEdco,0.155,5,0.686,-6.244,0,0.0305,92.991,4,https://api.spotify.com/v1/tracks/2XMTqoHHSH0lvuXrvIEdco,audio_features,spotify:track:2XMTqoHHSH0lvuXrvIEdco,0.355
Carolina,0.000569,https://api.spotify.com/v1/audio-analysis/3Dwq1oiOFys6Sxr5SslmXw,0.624,189613,0.673,3Dwq1oiOFys6Sxr5SslmXw,1.54e-06,4,0.104,-4.017,0,0.0268,121.986,4,https://api.spotify.com/v1/tracks/3Dwq1oiOFys6Sxr5SslmXw,audio_features,spotify:track:3Dwq1oiOFys6Sxr5SslmXw,0.458
Cash Me Outside (#CashMeOutside),0.0471,https://api.spotify.com/v1/audio-analysis/1r6cyaW7yMykwSyxTuwcuM,0.981,129384,0.417,1r6cyaW7yMykwSyxTuwcuM,0.359,11,0.103,-10.732,0,0.134,122.044,4,https://api.spotify.com/v1/tracks/1r6cyaW7yMykwSyxTuwcuM,audio_features,spotify:track:1r6cyaW7yMykwSyxTuwcuM,0.262
Cashin' Out,0.149,https://api.spotify.com/v1/audio-analysis/1POAx4NMLOBPVKZUSsBh92,0.831,238760,0.665,1POAx4NMLOBPVKZUSsBh92,0,1,0.0636,-3.627,0,0.0711,129.989,4,https://api.spotify.com/v1/tracks/1POAx4NMLOBPVKZUSsBh92,audio_features,spotify:track:1POAx4NMLOBPVKZUSsBh92,0.663
Cecilia And The Satellite,0.0135,https://api.spotify.com/v1/audio-analysis/1MSM3Fo2fvnwVqMcz8Jhjq,0.552,223880,0.834,1MSM3Fo2fvnwVqMcz8Jhjq,0,5,0.27,-7.083,1,0.0541,96.975,4,https://api.spotify.com/v1/tracks/1MSM3Fo2fvnwVqMcz8Jhjq,audio_features,spotify:track:1MSM3Fo2fvnwVqMcz8Jhjq,0.311
Celebration,0.238,https://api.spotify.com/v1/audio-analysis/5Wj1rJnCLpMHdLaxsFtJLs,0.668,322549,0.678,5Wj1rJnCLpMHdLaxsFtJLs,6.29e-06,0,0.527,-8.015,1,0.0496,132.584,4,https://api.spotify.com/v1/tracks/5Wj1rJnCLpMHdLaxsFtJLs,audio_features,spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,0.778
Chains,0.0225,https://api.spotify.com/v1/audio-analysis/4LmAnpjlhWTahvRkYR8xJa,0.764,267427,0.468,4LmAnpjlhWTahvRkYR8xJa,0,2,0.26,-8.48,1,0.274,131.026,4,https://api.spotify.com/v1/tracks/4LmAnpjlhWTahvRkYR8xJa,audio_features,spotify:track:4LmAnpjlhWTahvRkYR8xJa,0.36
Chainsaw,0.15,https://api.spotify.com/v1/audio-analysis/5UsW4W8VgHrRLDzXQ9XSpt,0.59,199520,0.664,5UsW4W8VgHrRLDzXQ9XSpt,0,2,0.0704,-4.502,1,0.0402,85.028,4,https://api.spotify.com/v1/tracks/5UsW4W8VgHrRLDzXQ9XSpt,audio_features,spotify:track:5UsW4W8VgHrRLDzXQ9XSpt,0.289
Chandelier,0.0197,https://api.spotify.com/v1/audio-analysis/2s1sdSqGcKxpPr5lCl7jAV,0.399,216120,0.787,2s1sdSqGcKxpPr5lCl7jAV,6.07e-05,1,0.0685,-2.88,1,0.0499,117.089,5,https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV,audio_features,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,0.572
Chantaje,0.187,https://api.spotify.com/v1/audio-analysis/6mICuAdrwEjh6Y6lroV2Kg,0.852,195840,0.773,6mICuAdrwEjh6Y6lroV2Kg,3.05e-05,8,0.159,-2.921,0,0.0776,102.034,4,https://api.spotify.com/v1/tracks/6mICuAdrwEjh6Y6lroV2Kg,audio_features,spotify:track:6mICuAdrwEjh6Y6lroV2Kg,0.907
Chasing The Sun,0.25,https://api.spotify.com/v1/audio-analysis/2sbwzB0N7aR4iG2kZSBjV7,0.634,198800,0.729,2sbwzB0N7aR4iG2kZSBjV7,0,7,0.483,-6.15,0,0.0984,128.075,4,https://api.spotify.com/v1/tracks/2sbwzB0N7aR4iG2kZSBjV7,audio_features,spotify:track:2sbwzB0N7aR4iG2kZSBjV7,0.651
Cheap Thrills,0.0472,https://api.spotify.com/v1/audio-analysis/3S4px9f4lceWdKf0gWciFu,0.628,211667,0.698,3S4px9f4lceWdKf0gWciFu,0.00143,6,0.0907,-5.608,0,0.105,89.976,4,https://api.spotify.com/v1/tracks/3S4px9f4lceWdKf0gWciFu,audio_features,spotify:track:3S4px9f4lceWdKf0gWciFu,0.732
Cheerleader,0.146,https://api.spotify.com/v1/audio-analysis/2XPc8gL9PwxGURQFcFaDJR,0.777,181827,0.663,2XPc8gL9PwxGURQFcFaDJR,1.52e-05,4,0.174,-6.117,1,0.0305,118.016,4,https://api.spotify.com/v1/tracks/2XPc8gL9PwxGURQFcFaDJR,audio_features,spotify:track:2XPc8gL9PwxGURQFcFaDJR,0.614
Cheyenne,0.0126,https://api.spotify.com/v1/audio-analysis/3EofjRgUI1WrzqqtLb8NoF,0.554,215107,0.768,3EofjRgUI1WrzqqtLb8NoF,7.13e-06,6,0.122,-5.812,0,0.127,99.679,4,https://api.spotify.com/v1/tracks/3EofjRgUI1WrzqqtLb8NoF,audio_features,spotify:track:3EofjRgUI1WrzqqtLb8NoF,0.324
Chill Bill,0.0312,https://api.spotify.com/v1/audio-analysis/5uDASfU19gDxSjW8cnCaBp,0.886,177184,0.427,5uDASfU19gDxSjW8cnCaBp,0.00099,6,0.0906,-10.028,1,0.145,108.034,4,https://api.spotify.com/v1/tracks/5uDASfU19gDxSjW8cnCaBp,audio_features,spotify:track:5uDASfU19gDxSjW8cnCaBp,0.23
Chillin' It,0.511,https://api.spotify.com/v1/audio-analysis/0Utg7sirTPqrs6Cx0FbriQ,0.576,196747,0.849,0Utg7sirTPqrs6Cx0FbriQ,3.89e-05,9,0.109,-3.057,1,0.0386,137.982,4,https://api.spotify.com/v1/tracks/0Utg7sirTPqrs6Cx0FbriQ,audio_features,spotify:track:0Utg7sirTPqrs6Cx0FbriQ,0.666
Chocolate,0.061,https://api.spotify.com/v1/audio-analysis/5dNfHmqgr128gMY2tc5CeJ,0.795,186067,0.523,5dNfHmqgr128gMY2tc5CeJ,0,1,0.0914,-7.165,1,0.0423,133.024,4,https://api.spotify.com/v1/tracks/5dNfHmqgr128gMY2tc5CeJ,audio_features,spotify:track:5dNfHmqgr128gMY2tc5CeJ,0.855
Chun-Li,0.307,https://api.spotify.com/v1/audio-analysis/2gTYVoQCUh0QNUaFix01ld,0.643,191606,0.766,2gTYVoQCUh0QNUaFix01ld,1.38e-05,6,0.107,-4.788,0,0.384,97.092,4,https://api.spotify.com/v1/tracks/2gTYVoQCUh0QNUaFix01ld,audio_features,spotify:track:2gTYVoQCUh0QNUaFix01ld,0.463
Church Bells,0.226,https://api.spotify.com/v1/audio-analysis/67citk3uzWs5qbaIVKTeg8,0.575,193333,0.844,67citk3uzWs5qbaIVKTeg8,0,3,0.0538,-1.772,0,0.0633,87.007,4,https://api.spotify.com/v1/tracks/67citk3uzWs5qbaIVKTeg8,audio_features,spotify:track:67citk3uzWs5qbaIVKTeg8,0.542
Clarity,0.0371,https://api.spotify.com/v1/audio-analysis/60wwxj6Dd9NJlirf84wr2c,0.514,271427,0.776,60wwxj6Dd9NJlirf84wr2c,0,8,0.0735,-3.393,1,0.0783,127.975,4,https://api.spotify.com/v1/tracks/60wwxj6Dd9NJlirf84wr2c,audio_features,spotify:track:60wwxj6Dd9NJlirf84wr2c,0.21
Classic,0.0384,https://api.spotify.com/v1/audio-analysis/6FE2iI43OZnszFLuLtvvmg,0.72,175427,0.791,6FE2iI43OZnszFLuLtvvmg,0,1,0.157,-4.689,1,0.124,102.071,4,https://api.spotify.com/v1/tracks/6FE2iI43OZnszFLuLtvvmg,audio_features,spotify:track:6FE2iI43OZnszFLuLtvvmg,0.756
Classic Man,0.185,https://api.spotify.com/v1/audio-analysis/3G7XYAwtxtoGK7fAm4IlD9,0.79,226000,0.585,3G7XYAwtxtoGK7fAm4IlD9,0,8,0.292,-6.058,1,0.0348,94.072,4,https://api.spotify.com/v1/tracks/3G7XYAwtxtoGK7fAm4IlD9,audio_features,spotify:track:3G7XYAwtxtoGK7fAm4IlD9,0.585
Close,0.104,https://api.spotify.com/v1/audio-analysis/3qKCDFZp192KBEEtFj7fDa,0.691,193510,0.736,3qKCDFZp192KBEEtFj7fDa,0,0,0.111,-4.993,1,0.0321,140.034,4,https://api.spotify.com/v1/tracks/3qKCDFZp192KBEEtFj7fDa,audio_features,spotify:track:3qKCDFZp192KBEEtFj7fDa,0.0395
Close Your Eyes,0.0729,https://api.spotify.com/v1/audio-analysis/5AKYyNPYhumqKeOMhdEgQO,0.41,216840,0.637,5AKYyNPYhumqKeOMhdEgQO,3.77e-05,9,0.732,-6.673,1,0.0327,77.398,4,https://api.spotify.com/v1/tracks/5AKYyNPYhumqKeOMhdEgQO,audio_features,spotify:track:5AKYyNPYhumqKeOMhdEgQO,0.238
Closer,0.414,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,0.748,244960,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0,8,0.111,-5.599,1,0.0338,95.01,4,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.661
CoCo,0.594,https://api.spotify.com/v1/audio-analysis/0rFOs9paloAvEtzwDX1Kmc,0.664,196280,0.491,0rFOs9paloAvEtzwDX1Kmc,0,9,0.11,-6.544,1,0.042,127.97,4,https://api.spotify.com/v1/tracks/0rFOs9paloAvEtzwDX1Kmc,audio_features,spotify:track:0rFOs9paloAvEtzwDX1Kmc,0.24
Cold One,7.95e-05,https://api.spotify.com/v1/audio-analysis/1y4eb6hmAvsqlDOl3fx9kk,0.706,220227,0.841,1y4eb6hmAvsqlDOl3fx9kk,0,7,0.0688,-3.956,1,0.0418,132.032,4,https://api.spotify.com/v1/tracks/1y4eb6hmAvsqlDOl3fx9kk,audio_features,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,0.861
Colder Weather,0.458,https://api.spotify.com/v1/audio-analysis/1M2l9ReoabUnvl6Y8jLUe7,0.667,273893,0.381,1M2l9ReoabUnvl6Y8jLUe7,0,3,0.116,-7.494,1,0.0294,135.979,4,https://api.spotify.com/v1/tracks/1M2l9ReoabUnvl6Y8jLUe7,audio_features,spotify:track:1M2l9ReoabUnvl6Y8jLUe7,0.199
Collard Greens,0.0233,https://api.spotify.com/v1/audio-analysis/0zO8ctW0UiuOefR87OeJOZ,0.824,299960,0.572,0zO8ctW0UiuOefR87OeJOZ,8.19e-06,11,0.208,-4.868,1,0.0652,153.977,4,https://api.spotify.com/v1/tracks/0zO8ctW0UiuOefR87OeJOZ,audio_features,spotify:track:0zO8ctW0UiuOefR87OeJOZ,0.667
Come And See Me,0.0511,https://api.spotify.com/v1/audio-analysis/1wZqJM5FGDEl3FjHDxDyQd,0.717,235477,0.347,1wZqJM5FGDEl3FjHDxDyQd,2.43e-06,11,0.087,-10.265,0,0.0636,84.987,4,https://api.spotify.com/v1/tracks/1wZqJM5FGDEl3FjHDxDyQd,audio_features,spotify:track:1wZqJM5FGDEl3FjHDxDyQd,0.0589
Come Get It Bae,0.266,https://api.spotify.com/v1/audio-analysis/444P4wvSDa0SD5HE4YGx9B,0.934,201933,0.798,444P4wvSDa0SD5HE4YGx9B,4.54e-05,0,0.0962,-5.665,1,0.0849,120.162,4,https://api.spotify.com/v1/tracks/444P4wvSDa0SD5HE4YGx9B,audio_features,spotify:track:444P4wvSDa0SD5HE4YGx9B,0.895
Come Wake Me Up,0.271,https://api.spotify.com/v1/audio-analysis/5mCttXluvE0gaIArboAoFA,0.421,263253,0.633,5mCttXluvE0gaIArboAoFA,0,4,0.113,-6.837,1,0.0433,155.715,3,https://api.spotify.com/v1/tracks/5mCttXluvE0gaIArboAoFA,audio_features,spotify:track:5mCttXluvE0gaIArboAoFA,0.161
Come With Me Now,0.0311,https://api.spotify.com/v1/audio-analysis/2kWowW0k4oFymhkr7LmvzO,0.654,211960,0.726,2kWowW0k4oFymhkr7LmvzO,6.35e-05,10,0.0618,-3.803,0,0.0401,103.987,4,https://api.spotify.com/v1/tracks/2kWowW0k4oFymhkr7LmvzO,audio_features,spotify:track:2kWowW0k4oFymhkr7LmvzO,0.728
Comfortable,0.72,https://api.spotify.com/v1/audio-analysis/2BqQQXuBOuhaWeUP7okEx0,0.775,211573,0.417,2BqQQXuBOuhaWeUP7okEx0,0,7,0.125,-8.895,0,0.0974,109.956,4,https://api.spotify.com/v1/tracks/2BqQQXuBOuhaWeUP7okEx0,audio_features,spotify:track:2BqQQXuBOuhaWeUP7okEx0,0.608
Commas,0.0698,https://api.spotify.com/v1/audio-analysis/49zD0wr2S3d0lZPib0K4e1,0.874,237400,0.568,49zD0wr2S3d0lZPib0K4e1,1.38e-05,11,0.149,-5.896,0,0.224,139.995,4,https://api.spotify.com/v1/tracks/49zD0wr2S3d0lZPib0K4e1,audio_features,spotify:track:49zD0wr2S3d0lZPib0K4e1,0.46
Compass,0.217,https://api.spotify.com/v1/audio-analysis/7vr42ZYb6lBjSBnc9zfohk,0.692,169640,0.808,7vr42ZYb6lBjSBnc9zfohk,0.512,5,0.449,-5.486,0,0.0315,109.992,4,https://api.spotify.com/v1/tracks/7vr42ZYb6lBjSBnc9zfohk,audio_features,spotify:track:7vr42ZYb6lBjSBnc9zfohk,0.646
Confession,0.101,https://api.spotify.com/v1/audio-analysis/6IFPfV8PNSYOmufzQ95hmm,0.556,190640,0.873,6IFPfV8PNSYOmufzQ95hmm,0.000131,1,0.176,-5.056,1,0.0348,104.986,4,https://api.spotify.com/v1/tracks/6IFPfV8PNSYOmufzQ95hmm,audio_features,spotify:track:6IFPfV8PNSYOmufzQ95hmm,0.48
Congratulations,0.198,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,0.627,220293,0.812,3a1lNhkSLSkpJE4MSHpDu9,0,6,0.212,-4.215,1,0.0358,123.071,4,https://api.spotify.com/v1/tracks/3a1lNhkSLSkpJE4MSHpDu9,audio_features,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,0.504
Cool Kids,0.0372,https://api.spotify.com/v1/audio-analysis/13P5rwmk2EsoFRIz9UCeh9,0.719,237627,0.671,13P5rwmk2EsoFRIz9UCeh9,8.21e-06,8,0.12,-6.279,1,0.0336,130.027,4,https://api.spotify.com/v1/tracks/13P5rwmk2EsoFRIz9UCeh9,audio_features,spotify:track:13P5rwmk2EsoFRIz9UCeh9,0.786
Cooler Than Me,0.103,https://api.spotify.com/v1/audio-analysis/2DPYlWl50ydYsnnuryL5aX,0.837,227840,0.515,2DPYlWl50ydYsnnuryL5aX,0,7,0.233,-4.065,0,0.0793,129.001,4,https://api.spotify.com/v1/tracks/2DPYlWl50ydYsnnuryL5aX,audio_features,spotify:track:2DPYlWl50ydYsnnuryL5aX,0.769
Cop Car,0.167,https://api.spotify.com/v1/audio-analysis/7LJOfS8evyKfP8Fl5rdZXw,0.606,253880,0.585,7LJOfS8evyKfP8Fl5rdZXw,0,0,0.0658,-6.47,1,0.0321,77.01,4,https://api.spotify.com/v1/tracks/7LJOfS8evyKfP8Fl5rdZXw,audio_features,spotify:track:7LJOfS8evyKfP8Fl5rdZXw,0.177
Corazon,0.283,https://api.spotify.com/v1/audio-analysis/4lESS6vuruP6a79KWRaQou,0.871,184067,0.768,4lESS6vuruP6a79KWRaQou,2.25e-05,4,0.162,-5.401,0,0.122,98.989,4,https://api.spotify.com/v1/tracks/4lESS6vuruP6a79KWRaQou,audio_features,spotify:track:4lESS6vuruP6a79KWRaQou,0.765
Cost Of Livin',0.895,https://api.spotify.com/v1/audio-analysis/64SgS8XyiJWFSz3YoMyYcE,0.662,250480,0.29,64SgS8XyiJWFSz3YoMyYcE,0,4,0.0959,-7.896,1,0.0349,148.393,4,https://api.spotify.com/v1/tracks/64SgS8XyiJWFSz3YoMyYcE,audio_features,spotify:track:64SgS8XyiJWFSz3YoMyYcE,0.283
Could It Be,0.0098,https://api.spotify.com/v1/audio-analysis/6N5DRCQUSXT1qQqmqsO92B,0.699,253293,0.696,6N5DRCQUSXT1qQqmqsO92B,0.000345,11,0.0427,-13.045,1,0.0458,135.027,4,https://api.spotify.com/v1/tracks/6N5DRCQUSXT1qQqmqsO92B,audio_features,spotify:track:6N5DRCQUSXT1qQqmqsO92B,0.673
Countdown,0.308,https://api.spotify.com/v1/audio-analysis/3axkNosdVQLZiq1HakuGhc,0.665,212147,0.787,3axkNosdVQLZiq1HakuGhc,0,5,0.219,-5.73,1,0.151,167.349,4,https://api.spotify.com/v1/tracks/3axkNosdVQLZiq1HakuGhc,audio_features,spotify:track:3axkNosdVQLZiq1HakuGhc,0.699
Country Song,0.0457,https://api.spotify.com/v1/audio-analysis/0O1x2tRm8ZpfDbcpOWZp7z,0.529,199747,0.891,0O1x2tRm8ZpfDbcpOWZp7z,0,8,0.0942,-4.36,1,0.043,104.031,4,https://api.spotify.com/v1/tracks/0O1x2tRm8ZpfDbcpOWZp7z,audio_features,spotify:track:0O1x2tRm8ZpfDbcpOWZp7z,0.329
Crash And Burn,0.0768,https://api.spotify.com/v1/audio-analysis/2Fk0WwAqTBesLtKg97nojy,0.693,190733,0.789,2Fk0WwAqTBesLtKg97nojy,1.19e-06,5,0.178,-5.161,0,0.0315,130.025,4,https://api.spotify.com/v1/tracks/2Fk0WwAqTBesLtKg97nojy,audio_features,spotify:track:2Fk0WwAqTBesLtKg97nojy,0.795
Crazy Town,0.00132,https://api.spotify.com/v1/audio-analysis/4BggEwLhGfrbrl7JBhC8EC,0.736,216733,0.811,4BggEwLhGfrbrl7JBhC8EC,0.000142,9,0.107,-4.17,0,0.081,103.502,4,https://api.spotify.com/v1/tracks/4BggEwLhGfrbrl7JBhC8EC,audio_features,spotify:track:4BggEwLhGfrbrl7JBhC8EC,0.609
Creepin',0.00228,https://api.spotify.com/v1/audio-analysis/7qHAjAL7CpadaZLamuBZRm,0.683,281773,0.74,7qHAjAL7CpadaZLamuBZRm,0,11,0.238,-6.041,0,0.0462,129.515,4,https://api.spotify.com/v1/tracks/7qHAjAL7CpadaZLamuBZRm,audio_features,spotify:track:7qHAjAL7CpadaZLamuBZRm,0.65
Crew,0.133,https://api.spotify.com/v1/audio-analysis/15EPc80XuFrb2LmOzGjuRg,0.728,176702,0.607,15EPc80XuFrb2LmOzGjuRg,0,1,0.0864,-8.417,0,0.132,129.938,4,https://api.spotify.com/v1/tracks/15EPc80XuFrb2LmOzGjuRg,audio_features,spotify:track:15EPc80XuFrb2LmOzGjuRg,0.445
Crew Love,0.211,https://api.spotify.com/v1/audio-analysis/0TiC3GtlMCskf2hIUIBcDV,0.421,208813,0.547,0TiC3GtlMCskf2hIUIBcDV,0,0,0.242,-8.974,0,0.266,160.54,4,https://api.spotify.com/v1/tracks/0TiC3GtlMCskf2hIUIBcDV,audio_features,spotify:track:0TiC3GtlMCskf2hIUIBcDV,0.347
Criminal,0.03,https://api.spotify.com/v1/audio-analysis/6Za3190Sbw39BBC77WSS1C,0.814,232550,0.813,6Za3190Sbw39BBC77WSS1C,9.33e-05,2,0.255,-3.023,0,0.0561,79.997,4,https://api.spotify.com/v1/tracks/6Za3190Sbw39BBC77WSS1C,audio_features,spotify:track:6Za3190Sbw39BBC77WSS1C,0.839
Crooked Smile,0.433,https://api.spotify.com/v1/audio-analysis/6JG0qhINKVwiHxqN85j7RG,0.607,278573,0.784,6JG0qhINKVwiHxqN85j7RG,0,7,0.689,-6.293,1,0.268,81.004,4,https://api.spotify.com/v1/tracks/6JG0qhINKVwiHxqN85j7RG,audio_features,spotify:track:6JG0qhINKVwiHxqN85j7RG,0.482
Cruise,0.0189,https://api.spotify.com/v1/audio-analysis/0i5el041vd6nxrGEU8QRxy,0.464,208960,0.945,0i5el041vd6nxrGEU8QRxy,0,10,0.0575,-3.342,1,0.0354,148.012,4,https://api.spotify.com/v1/tracks/0i5el041vd6nxrGEU8QRxy,audio_features,spotify:track:0i5el041vd6nxrGEU8QRxy,0.877
Crushin' It,0.0385,https://api.spotify.com/v1/audio-analysis/3yMVUGqVK5iTTkA8kGChH2,0.595,220147,0.823,3yMVUGqVK5iTTkA8kGChH2,1.35e-06,2,0.0984,-5.864,1,0.0483,108.99,4,https://api.spotify.com/v1/tracks/3yMVUGqVK5iTTkA8kGChH2,audio_features,spotify:track:3yMVUGqVK5iTTkA8kGChH2,0.745
Cryin' For Me (Wayman's Song),0.392,https://api.spotify.com/v1/audio-analysis/23lvIoxPKidbMvQGbdgO53,0.576,285507,0.391,23lvIoxPKidbMvQGbdgO53,0.000937,8,0.119,-7.697,0,0.0259,78.025,4,https://api.spotify.com/v1/tracks/23lvIoxPKidbMvQGbdgO53,audio_features,spotify:track:23lvIoxPKidbMvQGbdgO53,0.285
Cuando Me Enamoro,0.0142,https://api.spotify.com/v1/audio-analysis/79gkHjNTSyGPXEyGkNQ8zH,0.822,200347,0.799,79gkHjNTSyGPXEyGkNQ8zH,2.71e-05,1,0.167,-3.612,1,0.0278,126.04,4,https://api.spotify.com/v1/tracks/79gkHjNTSyGPXEyGkNQ8zH,audio_features,spotify:track:79gkHjNTSyGPXEyGkNQ8zH,0.902
Cups (Pitch Perfect's When I'm Gone),0.052,https://api.spotify.com/v1/audio-analysis/6mH3qVIeOsnQIAho5eWwhH,0.871,128013,0.442,6mH3qVIeOsnQIAho5eWwhH,0.00819,0,0.0381,-8.766,1,0.0958,129.964,4,https://api.spotify.com/v1/tracks/6mH3qVIeOsnQIAho5eWwhH,audio_features,spotify:track:6mH3qVIeOsnQIAho5eWwhH,0.769
Cut Her Off,0.101,https://api.spotify.com/v1/audio-analysis/2Vevs2eAQNNb7NTpKj5kqA,0.769,243333,0.616,2Vevs2eAQNNb7NTpKj5kqA,0,8,0.174,-2.882,1,0.0403,144.01,4,https://api.spotify.com/v1/tracks/2Vevs2eAQNNb7NTpKj5kqA,audio_features,spotify:track:2Vevs2eAQNNb7NTpKj5kqA,0.0889
Cut It,0.135,https://api.spotify.com/v1/audio-analysis/376KnY4TrgBITxjlnbnmIy,0.875,222600,0.673,376KnY4TrgBITxjlnbnmIy,0,7,0.292,-4.184,1,0.0932,130.0,4,https://api.spotify.com/v1/tracks/376KnY4TrgBITxjlnbnmIy,audio_features,spotify:track:376KnY4TrgBITxjlnbnmIy,0.231
DNA,0.0047,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj,0.637,185947,0.514,6HZILIRieu8S0iqY8kIKhj,0,1,0.094,-6.763,1,0.365,139.931,4,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,audio_features,spotify:track:6HZILIRieu8S0iqY8kIKhj,0.402
